postcode,nil,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)"
5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5719,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
5720,0,0,0,0,0,0,6,8,11,10,7,10,15,3,6,0,0,0,0,0,0
5722,6,3,7,17,25,10,12,4,9,6,3,7,13,7,5,0,0,7,0,0,0
5723,28,0,50,42,92,33,58,46,57,50,37,34,35,22,11,7,0,8,6,0,0
5724,0,0,8,10,17,3,4,9,8,6,10,3,11,9,0,3,0,0,0,0,0
5725,0,5,5,4,8,18,14,25,31,48,57,85,232,151,92,104,47,58,36,26,0
5730,0,0,4,4,5,0,3,4,0,3,0,3,0,0,0,0,0,0,0,0,0
5731,4,0,3,0,0,0,0,11,11,5,7,3,13,4,3,0,0,0,0,0,0
5732,0,0,6,6,5,6,5,6,4,6,0,0,0,0,0,0,0,0,0,0,0
5733,0,0,0,3,12,4,3,0,3,0,3,4,9,0,4,0,0,0,0,0,0
5734,0,0,6,0,12,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0
5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,21,9,25,26,52,45,40,52,65,57,57,56,149,60,62,78,28,46,33,36,0
6003,6,4,16,13,32,13,18,31,25,26,25,15,74,43,31,33,22,21,18,17,6
6004,7,5,5,6,19,12,14,17,25,28,10,17,50,27,24,49,26,35,21,37,0
6005,11,3,18,10,21,16,26,22,25,30,28,36,47,40,30,41,13,11,9,19,0
6006,66,21,38,74,162,70,117,119,141,154,121,132,352,201,158,231,120,131,152,127,10
6007,33,20,30,48,64,46,65,76,104,97,98,87,248,153,123,216,107,119,110,123,10
6008,74,25,43,71,143,105,133,138,224,212,171,189,468,262,197,445,202,200,248,257,24
6009,104,38,59,59,126,113,174,162,225,237,183,178,377,252,195,413,268,261,364,461,88
6010,61,35,62,104,185,146,172,179,235,250,207,199,414,253,218,466,278,263,318,344,71
6011,32,15,17,37,74,58,80,76,109,103,93,96,199,120,100,259,152,166,214,279,64
6012,56,17,32,50,133,93,95,79,140,95,89,104,183,137,108,206,114,154,137,195,23
6014,71,33,82,80,209,173,212,234,290,236,231,248,496,358,268,483,345,351,403,351,40
6015,22,7,15,17,46,43,45,68,85,84,59,74,127,99,72,187,106,141,171,199,52
6016,32,23,58,76,159,97,113,100,163,142,120,140,349,221,175,232,114,171,130,116,6
6017,19,8,34,56,115,81,86,106,143,116,85,91,157,104,44,52,14,10,16,9,0
6018,165,95,226,313,654,444,606,608,778,721,654,671,1426,959,804,887,526,564,514,367,31
6019,97,44,110,133,359,272,322,356,531,431,384,407,889,569,483,559,268,282,277,223,18
6020,76,62,76,86,276,220,342,344,440,351,310,331,728,509,434,511,333,350,326,295,36
6021,135,69,120,218,517,268,546,427,525,469,415,419,772,514,379,295,216,190,149,136,17
6022,22,11,23,29,94,62,119,128,152,166,109,104,245,150,120,66,45,25,23,17,0
6023,62,27,56,60,203,139,246,247,315,271,257,254,632,455,324,334,223,204,175,114,19
6024,46,24,72,90,252,179,287,275,452,333,295,319,547,436,293,208,99,93,68,40,0
6025,125,65,147,170,417,333,542,565,774,677,588,599,1251,830,609,574,336,349,296,198,32
6026,75,41,92,117,327,235,388,371,453,446,396,397,915,690,503,458,288,255,197,120,10
6027,176,77,188,237,614,439,711,729,953,876,799,772,1741,1200,797,698,434,375,303,158,24
6028,78,41,65,66,175,146,281,272,339,342,323,357,836,710,506,500,298,280,279,139,15
6029,11,4,11,14,35,34,47,48,53,53,54,46,99,51,62,58,40,50,45,54,9
6030,168,89,234,250,586,509,817,763,950,933,860,771,1658,963,619,496,268,228,189,129,14
6031,52,30,64,68,114,125,219,253,368,436,360,361,808,517,324,222,98,79,83,26,4
6032,0,0,0,0,3,3,0,7,7,4,8,4,6,3,4,11,3,0,0,0,0
6033,0,4,0,0,8,3,4,4,12,5,0,4,14,4,10,7,6,3,4,0,3
6034,3,0,0,0,4,13,21,33,36,30,59,45,106,60,31,19,16,6,0,0,0
6035,40,9,41,53,150,121,184,165,263,200,168,176,333,208,124,104,41,37,36,18,0
6036,71,22,64,77,155,177,252,268,376,377,333,343,679,424,228,178,101,74,60,23,0
6037,21,12,23,28,73,52,92,62,74,66,60,54,88,65,26,27,20,14,6,8,0
6038,18,5,19,24,54,63,85,103,141,159,162,146,366,237,131,74,35,37,16,5,0
6041,11,12,13,14,42,28,51,42,42,35,29,23,48,29,8,19,4,5,0,0,0
6042,0,0,0,4,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6043,4,0,0,0,9,4,9,7,7,3,0,4,10,0,0,5,0,6,0,0,0
6044,12,12,18,14,44,20,50,43,49,29,20,27,26,13,8,17,3,7,0,4,0
6050,54,28,48,88,187,156,198,182,249,198,186,185,441,251,251,321,173,216,250,277,49
6051,54,23,73,120,166,122,194,192,247,243,211,204,433,267,199,219,115,109,71,69,5
6052,49,18,64,76,213,108,181,164,233,219,205,198,450,266,211,265,156,117,118,91,4
6053,60,48,124,182,338,211,292,250,345,314,282,262,602,425,338,288,158,156,134,88,3
6054,134,62,173,231,516,333,487,469,557,521,472,438,813,537,333,218,144,126,79,59,0
6055,75,27,79,85,246,199,274,297,445,510,494,459,1070,638,423,318,139,130,103,66,14
6056,205,120,317,439,949,598,974,935,1214,1092,887,822,1509,847,503,468,209,207,141,96,16
6057,76,28,81,109,279,218,357,343,492,413,387,371,737,460,301,242,113,79,73,45,6
6058,62,30,86,102,274,170,302,298,375,379,333,273,573,340,212,122,49,35,39,22,4
6059,124,67,152,219,528,401,588,546,646,592,474,445,914,559,398,377,215,190,187,148,31
6060,145,60,184,242,580,397,505,506,699,642,534,496,994,543,389,432,180,206,132,125,3
6061,267,119,341,559,1023,637,1060,1033,1334,1193,1010,861,1435,716,373,249,112,73,66,26,6
6062,226,81,213,281,722,451,921,815,997,880,725,685,1305,826,521,410,207,174,134,86,8
6063,57,35,98,105,221,151,281,305,392,359,312,326,550,303,195,132,73,39,40,24,3
6064,164,75,264,302,727,419,786,738,963,869,702,646,1075,613,382,218,98,74,67,25,10
6065,206,105,229,277,815,604,963,925,1230,1344,1274,1308,2891,1916,1303,963,525,437,306,189,12
6066,95,34,88,110,279,187,407,368,495,472,407,400,722,505,268,206,114,68,74,41,4
6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6069,152,64,119,156,410,348,550,624,912,934,852,907,1855,1124,685,584,277,196,174,81,14
6070,21,6,11,18,56,37,57,65,91,78,63,56,142,102,58,76,58,47,34,33,3
6071,11,11,19,13,48,33,68,71,90,67,51,75,127,94,74,58,45,53,26,12,4
6072,0,5,3,3,4,16,16,12,19,22,9,15,42,24,13,15,6,8,11,4,0
6073,14,7,20,26,91,65,100,55,78,61,58,45,121,72,57,51,21,18,21,12,4
6074,4,0,3,8,13,12,24,17,22,26,11,22,37,35,16,10,15,0,4,6,0
6076,98,60,97,138,425,280,486,445,548,449,394,416,738,578,379,365,226,217,202,132,23
6077,7,6,13,11,36,30,21,25,33,20,24,23,43,32,16,28,18,10,12,14,4
6078,8,0,4,6,11,0,13,13,12,13,23,19,35,20,20,14,4,15,6,10,0
6079,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6081,17,12,27,20,47,40,75,86,90,86,80,106,170,149,79,74,56,37,31,8,0
6082,9,4,14,20,61,36,71,55,71,64,66,53,151,99,55,38,23,26,18,11,3
6083,23,14,18,17,53,26,57,58,70,74,50,48,125,90,69,68,31,29,20,18,0
6084,29,21,27,41,94,72,124,123,163,156,170,162,323,198,117,116,58,62,44,21,5
6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6100,86,32,74,90,218,132,208,203,327,279,236,228,550,317,230,267,108,111,119,82,15
6101,96,49,130,185,316,207,265,293,389,369,350,341,626,395,286,329,125,113,113,77,6
6102,162,64,157,186,343,218,277,269,328,221,260,207,401,239,160,136,56,55,46,13,3
6103,54,38,53,128,213,107,153,165,182,166,162,164,299,179,154,128,64,54,47,33,0
6104,74,42,129,181,323,152,319,277,404,326,278,294,587,356,243,213,79,95,72,49,9
6105,93,39,133,135,374,215,372,372,466,387,328,314,560,324,248,165,55,65,55,24,5
6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6107,304,113,307,359,774,516,860,888,1301,1150,952,883,1683,1041,663,450,223,168,149,79,17
6108,139,49,130,156,450,285,582,517,723,636,536,469,948,575,360,243,122,90,66,42,0
6109,64,19,103,98,308,161,327,310,383,308,276,226,396,210,99,73,31,29,22,14,3
6110,226,101,262,308,854,537,943,865,1036,1120,903,866,1624,957,555,428,203,156,129,74,8
6111,112,57,165,194,489,376,545,556,709,676,517,474,866,498,314,290,133,107,85,69,6
6112,250,122,336,378,915,730,1177,1159,1627,1490,1321,1190,2384,1477,864,638,332,258,209,123,14
6121,14,7,10,11,5,15,34,30,60,52,51,48,106,81,58,63,36,29,31,20,0
6122,62,21,39,66,118,115,214,273,393,435,420,450,867,497,302,208,98,87,74,40,10
6123,4,3,3,3,16,20,33,39,44,48,40,39,69,34,18,22,5,10,3,0,3
6124,0,9,3,8,26,15,20,19,26,27,21,21,48,30,10,19,9,16,11,8,0
6125,18,0,10,18,53,39,85,44,64,64,65,60,101,88,47,47,19,27,22,16,4
6126,5,3,3,5,5,0,5,5,9,13,3,9,11,0,0,5,0,0,0,0,0
6147,86,46,109,140,345,240,384,377,456,464,354,329,607,346,185,129,59,51,45,11,3
6148,130,45,106,146,372,250,379,396,450,406,349,333,682,399,283,277,188,193,135,120,29
6149,103,45,78,103,233,199,323,308,399,348,286,308,666,546,367,382,249,254,195,132,16
6150,77,33,75,61,147,138,213,192,241,260,188,187,409,320,227,252,159,158,166,99,13
6151,107,44,76,77,200,164,191,248,335,273,250,257,528,314,271,408,219,264,252,254,33
6152,194,71,205,234,482,379,450,478,585,522,440,421,904,531,427,524,310,276,313,244,30
6153,134,55,115,128,281,214,303,280,442,370,304,335,638,383,311,505,308,319,320,348,72
6154,56,34,67,101,249,162,182,216,242,208,150,157,348,228,193,232,115,155,127,72,11
6155,295,92,168,161,446,407,655,696,980,973,931,894,2040,1387,1004,889,500,436,389,213,27
6156,82,42,126,175,370,185,298,306,392,307,297,269,611,391,321,356,224,217,196,159,22
6157,62,44,89,141,340,249,316,264,345,316,297,306,570,366,252,272,166,144,138,102,6
6158,30,17,30,44,96,73,100,97,106,128,102,121,197,134,136,178,126,108,134,113,16
6159,16,6,30,43,60,30,39,42,46,43,40,42,83,58,51,89,33,43,45,59,7
6160,35,21,89,85,194,116,127,108,159,125,122,130,275,162,126,156,84,68,83,73,6
6161,0,0,0,0,0,0,0,0,0,3,3,4,5,10,5,0,0,0,0,0,0
6162,69,31,105,132,249,148,199,209,235,249,202,172,366,263,200,216,109,138,114,73,13
6163,263,117,446,579,1312,751,1262,1111,1394,1081,1050,965,1845,1244,834,687,342,350,296,191,27
6164,194,95,225,249,565,453,752,801,1134,1153,1082,1149,2539,1836,1199,1023,519,379,343,191,17
6165,5,0,0,0,0,0,0,0,6,0,0,3,6,0,3,0,0,0,0,0,0
6166,41,22,53,58,163,104,172,147,196,166,143,181,330,277,186,195,98,106,97,54,4
6167,122,47,175,244,532,364,587,599,742,677,565,532,964,576,290,208,85,66,59,38,3
6168,139,55,252,328,838,475,781,621,750,584,493,434,775,379,227,209,85,102,51,41,5
6169,184,74,242,327,754,554,954,807,948,833,723,709,1299,764,475,390,205,178,128,72,8
6170,36,17,48,46,124,116,174,200,309,314,324,282,569,369,206,135,71,52,52,18,7
6171,135,47,72,106,295,281,471,426,640,652,681,640,1520,931,560,455,218,185,160,63,6
6172,53,13,61,61,166,160,219,226,294,292,274,253,543,335,205,183,87,69,57,21,0
6173,47,8,26,25,64,63,117,130,174,164,184,236,478,343,257,200,138,128,98,40,11
6174,13,8,13,25,61,52,58,60,80,90,86,80,150,99,49,51,28,17,21,8,3
6175,10,4,11,22,37,44,45,47,90,84,74,64,149,90,67,55,40,24,15,16,5
6176,6,0,3,6,12,10,18,13,33,35,31,32,74,31,23,6,8,13,6,6,0
6180,23,11,30,35,76,62,112,107,119,130,116,98,230,125,78,59,40,27,19,5,3
6181,5,0,0,0,4,3,9,3,12,7,8,5,12,13,11,16,4,9,5,0,0
6207,6,0,8,5,22,17,11,18,25,19,13,12,44,21,20,15,8,6,4,3,0
6208,60,32,91,107,334,188,419,291,325,283,182,181,413,246,137,116,63,59,41,16,0
6209,12,7,20,13,81,32,66,38,48,27,35,34,56,33,24,14,10,7,12,3,0
6210,413,203,549,827,2177,1359,2339,1745,2025,1626,1238,1195,2111,1242,730,775,420,350,250,161,20
6211,52,28,44,55,129,88,248,155,212,139,111,113,244,163,99,79,40,43,34,15,0
6213,5,0,8,6,17,12,16,8,25,17,21,14,29,13,8,7,6,6,6,0,0
6214,6,0,5,0,12,16,13,9,14,11,11,14,22,8,6,11,7,5,6,0,0
6215,21,18,31,34,103,56,115,90,91,88,63,75,121,94,52,41,15,18,11,12,3
6218,0,0,9,7,11,3,15,20,15,7,6,10,5,6,6,3,0,0,0,0,0
6220,23,20,22,60,132,45,154,122,119,93,74,98,167,92,58,32,16,20,23,8,4
6221,0,0,4,0,6,0,16,9,8,4,4,3,7,8,6,4,0,0,0,0,0
6223,0,0,0,0,0,0,6,3,8,5,0,4,4,0,0,0,0,0,0,6,0
6224,4,4,9,8,32,21,37,24,29,35,27,26,43,14,8,9,4,4,4,4,3
6225,56,19,81,134,328,193,288,217,207,201,138,136,355,184,117,114,56,47,36,24,0
6226,3,0,0,3,7,0,6,12,17,13,15,7,38,16,12,10,13,5,9,0,0
6227,3,3,0,0,14,8,18,15,19,21,11,20,39,16,15,7,4,5,3,0,0
6228,0,0,0,0,3,0,8,6,3,9,4,3,10,0,7,0,0,0,0,0,0
6229,0,0,0,0,0,0,3,3,3,4,3,6,0,7,0,0,0,0,0,0,0
6230,166,91,328,476,982,689,1120,1030,1168,1090,854,829,1589,972,627,464,244,224,186,110,21
6232,40,21,53,79,227,166,280,212,284,237,274,256,446,277,160,110,52,48,22,22,0
6233,74,34,79,102,299,224,424,355,398,412,389,398,801,500,311,256,112,115,65,42,4
6236,19,6,11,7,32,32,52,33,43,40,36,48,76,57,37,28,10,17,13,12,0
6237,3,0,16,22,42,30,50,50,54,44,52,47,106,63,50,34,17,14,13,7,0
6239,26,16,34,38,114,70,162,109,114,118,70,74,134,86,49,42,22,18,15,10,0
6240,0,0,3,0,6,0,3,7,6,4,5,0,4,0,0,4,0,0,0,0,0
6243,0,0,3,0,0,0,0,4,3,3,0,3,3,3,0,0,0,0,0,0,0
6244,16,4,20,16,55,25,52,37,54,41,26,23,55,25,14,13,4,11,4,9,0
6251,6,6,9,4,15,5,9,10,15,12,11,12,5,6,10,4,0,0,0,0,0
6252,0,3,3,0,7,3,9,3,4,0,3,0,5,0,0,0,0,0,0,0,0
6253,6,5,9,13,32,7,20,17,25,18,19,12,15,5,3,4,3,3,0,0,0
6254,5,3,10,11,21,9,25,7,18,20,18,5,12,7,0,3,3,4,0,0,0
6255,28,26,38,53,161,94,177,108,139,101,82,65,127,79,44,27,18,18,0,9,0
6256,3,0,0,4,10,4,12,8,8,7,15,4,13,18,10,6,4,0,0,0,0
6258,29,20,68,91,158,116,189,206,204,193,155,141,226,130,69,55,13,22,9,6,7
6260,8,9,18,25,39,27,49,30,46,49,23,30,48,33,11,10,3,6,3,4,4
6262,8,0,10,22,38,7,39,19,20,24,11,5,19,6,6,3,4,0,0,0,0
6271,20,10,25,28,73,70,98,65,91,98,63,64,133,70,46,29,13,12,7,8,0
6275,6,8,16,23,56,28,57,42,43,36,32,22,37,21,14,12,0,4,0,3,0
6280,130,75,202,319,718,474,844,697,798,729,587,527,922,570,367,228,83,119,77,65,15
6281,33,14,31,36,100,93,124,138,184,186,127,170,292,166,107,98,45,51,31,33,0
6282,8,6,11,9,10,18,29,35,39,32,34,27,42,36,20,26,10,13,11,6,0
6284,13,5,12,17,28,28,37,41,64,58,41,64,89,48,24,19,14,8,8,8,0
6285,39,18,56,79,173,175,199,256,277,232,187,201,335,187,103,88,49,34,40,22,7
6286,4,0,8,8,13,9,11,18,23,27,13,7,19,10,3,5,0,4,0,5,0
6288,6,3,4,3,9,14,15,19,11,20,15,12,16,10,3,0,3,4,0,0,0
6290,8,4,12,11,75,44,84,58,58,53,42,25,41,27,17,16,0,4,0,0,0
6302,19,22,33,47,144,58,144,107,103,95,70,69,116,52,37,27,13,23,7,0,0
6304,8,7,11,30,71,33,70,46,54,57,25,31,38,34,13,10,5,7,5,10,0
6306,8,4,4,11,26,19,35,36,33,27,17,21,33,21,17,10,0,4,0,9,0
6308,9,8,14,16,51,24,61,46,45,34,30,37,35,29,15,21,8,3,9,6,0
6309,0,0,0,5,11,6,10,8,6,12,6,7,7,0,0,0,4,4,0,3,0
6311,6,3,3,12,7,11,19,17,22,5,9,9,28,11,7,0,0,6,0,4,0
6312,18,10,36,62,118,69,151,117,144,126,100,100,166,78,54,46,23,20,9,15,0
6313,0,0,0,0,13,0,8,6,14,0,4,8,11,8,0,0,5,0,6,0,0
6315,6,10,29,25,93,42,73,69,63,53,41,36,68,29,10,8,6,11,5,7,0
6316,0,0,4,4,15,10,10,11,13,4,9,14,9,3,8,4,0,0,0,3,0
6317,17,8,40,46,85,65,150,100,123,113,87,76,126,78,38,40,10,13,6,13,0
6318,0,0,5,0,9,10,12,14,17,13,3,16,13,8,8,3,3,3,0,3,0
6320,0,0,6,4,10,8,17,21,18,15,12,8,11,8,10,3,0,6,0,0,0
6321,5,0,4,3,18,6,26,18,10,13,8,13,12,3,5,3,0,0,4,4,0
6322,3,0,3,3,3,9,10,12,10,3,3,0,6,3,4,0,0,0,0,0,0
6323,4,9,13,20,51,24,46,32,36,30,18,23,29,24,5,0,0,0,0,0,0
6324,17,8,36,47,131,74,116,99,121,105,61,62,91,55,25,20,11,18,8,7,0
6326,0,0,6,3,14,6,16,9,19,9,4,6,11,9,4,4,0,3,0,0,0
6327,3,0,0,0,3,3,11,6,8,5,8,10,10,3,3,0,0,0,0,0,0
6328,0,0,0,3,15,5,13,11,15,16,4,15,7,10,3,9,0,0,0,3,0
6330,136,94,254,455,1056,690,1137,908,1202,943,803,778,1225,745,443,274,141,137,89,90,11
6333,31,23,49,85,222,137,223,187,214,181,85,122,154,90,45,38,24,23,9,14,0
6335,3,0,6,10,31,6,15,14,32,12,18,15,29,13,4,5,0,5,0,6,4
6336,3,0,4,9,7,10,7,4,12,3,10,4,9,13,5,4,0,3,0,3,0
6337,5,0,5,3,4,0,13,16,19,16,6,15,16,14,11,4,0,0,0,0,0
6338,0,7,3,3,17,16,30,21,16,29,6,9,24,11,5,3,0,9,0,12,0
6341,0,0,0,0,5,4,8,10,16,6,0,10,15,3,3,0,0,4,0,0,0
6343,0,0,3,0,0,0,10,3,7,11,4,0,8,8,0,0,0,0,0,0,0
6346,3,3,4,6,14,8,16,15,28,20,15,17,18,10,4,4,10,3,0,7,0
6348,3,6,14,14,33,17,27,19,17,11,8,19,27,14,8,17,7,4,6,0,0
6350,3,0,8,8,16,5,6,23,13,13,3,3,8,4,4,0,0,0,0,0,0
6351,0,0,0,0,3,0,0,0,5,0,6,0,4,0,0,0,0,0,0,0,0
6352,0,0,0,3,4,5,8,10,7,5,3,4,4,4,0,4,0,0,0,0,0
6353,0,0,3,8,17,12,20,19,19,24,19,16,36,16,8,11,3,6,3,6,0
6355,0,0,4,7,5,6,6,10,12,10,11,12,16,8,7,5,0,3,0,3,0
6356,3,0,0,0,0,3,3,0,0,4,0,3,5,3,0,0,0,4,0,0,0
6357,0,0,0,0,0,0,8,0,3,0,0,0,0,9,0,0,0,0,0,0,0
6358,0,0,0,0,0,6,0,3,4,3,0,6,8,4,0,0,0,0,0,0,0
6359,0,0,5,0,7,5,6,15,7,16,9,6,16,0,8,4,0,5,0,5,0
6361,0,0,0,0,0,0,5,0,6,0,3,0,6,0,0,0,0,0,0,0,0
6363,0,0,0,0,0,0,0,5,5,3,0,0,0,5,5,4,0,0,0,0,0
6365,0,0,3,8,19,14,13,16,20,10,8,15,29,3,4,3,0,5,0,3,0
6367,0,0,3,9,12,3,14,6,10,12,8,6,18,5,4,3,0,0,0,0,0
6368,0,0,0,0,0,0,0,3,3,3,0,0,4,0,0,0,0,0,0,0,0
6369,3,5,4,9,18,9,18,30,30,10,12,10,20,15,10,8,0,8,0,3,3
6370,0,6,3,7,15,8,26,13,13,24,14,5,19,3,4,0,0,4,3,0,0
6372,0,0,0,0,0,5,5,9,0,0,7,3,0,0,5,0,0,0,0,0,0
6373,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,0,0,0
6375,3,3,6,9,31,13,37,23,32,29,22,21,30,24,13,10,4,4,0,4,0
6383,15,5,14,13,37,19,47,35,31,27,20,21,17,14,12,7,0,9,0,3,0
6384,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
6385,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
6386,0,0,4,0,5,3,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0
6390,10,6,5,19,39,18,37,35,23,26,26,50,83,48,28,39,29,13,5,6,0
6391,0,0,10,12,14,8,20,27,33,22,20,19,41,25,20,17,0,3,4,4,0
6392,0,0,3,6,12,10,15,20,28,20,14,13,11,4,5,6,0,3,0,4,0
6393,0,4,5,4,5,0,7,0,5,4,3,0,5,0,0,0,0,0,0,0,0
6394,0,4,6,8,8,9,15,12,12,16,9,13,16,8,8,3,0,6,0,0,0
6395,11,5,11,16,46,34,35,43,42,44,39,44,58,32,20,16,4,9,3,7,0
6396,0,0,3,0,7,3,10,7,6,15,7,10,8,0,3,3,0,0,0,0,0
6397,0,0,0,0,9,4,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0
6398,0,0,6,10,28,12,27,15,17,10,9,6,13,9,3,0,0,0,0,0,0
6401,42,35,75,98,238,120,235,188,223,177,143,146,240,155,99,63,30,19,17,19,6
6403,0,0,0,0,9,3,9,4,0,8,7,0,9,0,0,0,0,5,0,0,0
6405,0,0,3,4,5,8,15,7,10,15,7,4,7,4,0,5,0,3,3,0,0
6407,0,0,7,3,22,10,24,28,34,15,19,29,31,18,17,6,6,7,6,0,0
6409,0,0,0,9,13,0,8,18,7,9,10,11,12,10,3,0,0,0,3,3,0
6410,3,0,8,14,48,26,34,34,32,23,21,14,27,21,10,4,0,5,0,5,0
6411,0,0,0,0,6,3,4,0,5,3,0,0,4,5,0,0,0,0,0,0,0
6412,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0
6413,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,4,0,0,0,0,0
6414,0,0,0,0,0,5,0,0,0,7,0,4,0,3,0,0,0,0,0,0,0
6415,15,10,13,42,88,52,74,73,87,64,62,61,123,61,41,31,14,15,5,8,0
6418,5,0,13,7,31,11,31,12,16,20,15,16,22,14,10,3,0,3,5,4,0
6419,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0
6420,0,0,0,0,0,0,0,4,3,0,0,6,3,0,0,0,0,4,0,3,0
6421,0,0,0,0,4,4,6,0,0,0,0,3,4,0,0,3,0,0,0,0,0
6422,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
6423,0,0,0,0,5,4,3,3,0,7,0,0,14,3,0,4,0,0,3,0,0
6424,0,0,0,3,5,0,0,0,3,4,0,0,3,0,3,0,0,0,0,0,0
6425,0,0,0,0,0,0,0,5,6,0,3,0,6,0,0,0,0,0,0,0,0
6426,9,0,16,3,27,20,27,17,23,18,10,18,38,16,8,12,7,0,3,10,0
6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6428,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0
6429,8,7,18,12,33,13,14,18,29,18,17,21,36,14,11,7,0,0,5,0,0
6430,76,42,79,117,204,162,248,209,363,386,424,448,1026,697,546,576,240,242,210,132,9
6431,0,0,7,4,9,11,15,9,23,16,11,8,20,6,8,4,3,3,0,0,0
6432,26,17,51,61,112,60,106,118,143,145,140,166,346,170,120,92,51,38,35,13,4
6434,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6436,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
6437,0,0,0,0,5,0,0,0,4,7,13,17,37,11,16,7,0,4,4,0,0
6438,0,0,7,8,5,10,8,12,14,11,10,9,18,3,0,18,0,4,0,0,0
6440,0,8,11,3,14,10,11,8,11,15,19,9,16,0,4,0,0,0,0,0,0
6442,12,0,21,6,36,20,34,39,46,42,38,68,164,58,63,59,26,15,10,8,0
6443,7,4,16,14,41,11,23,16,20,15,19,14,27,8,3,8,3,0,0,0,0
6445,3,0,3,0,0,3,4,5,0,4,6,0,0,4,0,3,0,0,0,3,0
6446,0,0,0,0,0,3,0,3,6,0,4,0,3,0,0,0,0,0,0,6,0
6447,0,0,0,0,0,0,0,0,7,3,5,3,8,7,3,3,0,4,0,5,0
6448,0,0,0,0,4,0,7,12,10,3,13,9,13,3,3,7,0,0,0,0,0
6450,44,33,77,149,342,200,332,266,360,342,268,229,445,311,165,126,65,60,32,56,3
6460,0,0,9,17,27,12,32,21,23,17,16,8,23,18,6,6,0,3,0,3,0
6461,3,0,3,0,16,16,25,17,16,22,12,12,16,9,6,3,4,3,0,0,0
6462,0,0,0,0,0,6,8,0,7,3,0,3,3,0,0,0,0,0,0,3,0
6465,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
6466,0,0,0,0,4,5,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0
6467,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
6468,4,0,5,3,4,3,4,7,6,10,7,3,3,13,0,0,0,7,0,4,0
6472,0,0,0,0,6,3,4,4,9,6,4,4,11,4,3,0,0,3,0,0,0
6473,4,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
6475,4,0,9,9,12,8,23,13,12,8,14,3,13,4,4,3,0,0,0,7,0
6476,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0
6477,0,0,0,6,11,6,4,6,14,12,6,6,7,0,0,8,3,0,0,0,0
6479,0,0,6,7,12,13,15,9,23,9,16,13,28,14,7,3,0,9,0,4,0
6480,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
6484,0,0,3,6,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
